Item_Number,Name,Year,Theme,Subtheme,Pieces,Minifigures,Image_URL,GBP_MSRP,USD_MSRP,CAD_MSRP,EUR_MSRP,Packaging,Availability
6864,The_Batmobile_and_the_Two-Face_Chase,2012,DC_Comics_Super_Heroes,Batman,531,5,http://images.brickset.com/sets/images/6864-1.jpg,49.99,49.99,64.99,59.99,Box,Retail
6865,Captain_America's_Avenging_Cycle,2012,Marvel_Super_Heroes,Avengers,72,3,http://images.brickset.com/sets/images/6865-1.jpg,11.99,12.99,15.99,14.99,Box,Retail
6866,Wolverine's_Chopper_Showdown,2012,Marvel_Super_Heroes,X-Men,199,3,http://images.brickset.com/sets/images/6866-1.jpg,19.99,19.99,24.99,26.99,Box,Retail
6867,Loki's_Cosmic_Cube_Escape,2012,Marvel_Super_Heroes,Avengers,181,3,http://images.brickset.com/sets/images/6867-1.jpg,19.99,19.99,24.99,26.99,Box,Retail
6868,Hulk's_Helicarrier_Breakout,2012,Marvel_Super_Heroes,Avengers,389,4,http://images.brickset.com/sets/images/6868-1.jpg,49.99,49.99,64.99,59.99,Box,Retail
6869,Quinjet_Aerial_Battle,2012,Marvel_Super_Heroes,Avengers,735,5,http://images.brickset.com/sets/images/6869-1.jpg,69.99,69.99,89.99,79.99,Box,Retail
6873,Spider-Man's_Doc_Ock_Ambush,2012,Marvel_Super_Heroes,Ultimate_Spider-Man,295,3,http://images.brickset.com/sets/images/6873-1.jpg,34.99,29.99,39.99,39.99,Box,Retail_-_limited
6910,Mini_Sports_Car,2012,Creator,,70,NA,http://images.brickset.com/sets/images/6910-1.jpg,4.99,5.99,8.99,5.99,Canister,Retail
6911,Mini_Fire_Truck,2012,Creator,,69,NA,http://images.brickset.com/sets/images/6911-1.jpg,4.99,5.99,8.99,5.99,Canister,Retail
6912,Super_Soarer,2012,Creator,,130,NA,http://images.brickset.com/sets/images/6912-1.jpg,9.99,14.99,17.99,9.99,Box,Retail
6913,Blue_Roadster,2012,Creator,,152,NA,http://images.brickset.com/sets/images/6913-1.jpg,9.99,14.99,17.99,9.99,Box,Retail
6914,Prehistoric_Hunters,2012,Creator,,191,NA,http://images.brickset.com/sets/images/6914-1.jpg,12.99,17.99,19.99,14.99,Box,Retail
7291,Street_Rebel,2012,Creator,,196,NA,http://images.brickset.com/sets/images/7291-1.jpg,17.99,19.99,24.99,19.99,Box,Retail
7292,Propeller_Adventures,2012,Creator,,241,NA,http://images.brickset.com/sets/images/7292-1.jpg,17.99,19.99,24.99,19.99,Box,Retail
7345,Transport_Chopper,2012,Creator,,383,NA,http://images.brickset.com/sets/images/7345-1.jpg,24.99,34.99,44.99,29.99,Box,Retail
7346,Seaside_House,2012,Creator,,415,1,http://images.brickset.com/sets/images/7346-1.jpg,34.99,49.99,59.99,39.99,Box,Retail
7347,Highway_Pickup,2012,Creator,,805,NA,http://images.brickset.com/sets/images/7347-1.jpg,59.99,79.99,99.99,59.99,Box,Retail
79000,Riddles_for_the_Ring,2012,The_Hobbit,An_Unexpected_Journey,105,2,http://images.brickset.com/sets/images/79000-1.jpg,11.99,9.99,12.99,12.99,Box,Retail
79001,Escape_from_Mirkwood_Spiders,2012,The_Hobbit,The_Desolation_of_Smaug,298,4,http://images.brickset.com/sets/images/79001-1.jpg,24.99,29.99,34.99,29.99,Box,Retail
79002,Attack_of_the_Wargs,2012,The_Hobbit,An_Unexpected_Journey,400,5,http://images.brickset.com/sets/images/79002-1.jpg,49.99,49.99,59.99,59.99,Box,Retail
79003,An_Unexpected_Gathering,2012,The_Hobbit,An_Unexpected_Journey,652,6,http://images.brickset.com/sets/images/79003-1.jpg,59.99,69.99,84.99,79.99,Box,Retail
79004,Barrel_Escape,2012,The_Hobbit,The_Desolation_of_Smaug,334,5,http://images.brickset.com/sets/images/79004-1.jpg,39.99,39.99,49.99,49.99,Box,Retail
79010,The_Goblin_King_Battle,2012,The_Hobbit,An_Unexpected_Journey,841,8,http://images.brickset.com/sets/images/79010-1.jpg,79.99,99.99,129.99,99.99,Box,Retail
850423,Minifigure_Presentation_Boxes,2012,Miscellaneous,,89,1,http://images.brickset.com/sets/images/850423-1.jpg,9.99,9.99,11.99,9.99,Box,LEGO_exclusive
850425,Desk_Business_Card_Holder,2012,Miscellaneous,Desk_accessory,150,2,http://images.brickset.com/sets/images/850425-1.jpg,11.39,14.99,18.49,9.09,Box,LEGO_exclusive
850426,Pencil_Holder,2012,Miscellaneous,Desk_accessory,157,1,http://images.brickset.com/sets/images/850426-1.jpg,11.39,14.99,17.99,NA,Box,LEGO_exclusive
850445,Ninjago_Character_Card_Shrine,2012,Ninjago,,88,1,http://images.brickset.com/sets/images/850445-1.jpg,12.99,14.99,16.99,12.99,Blister_pack,LEGO_exclusive
850449,Minifigure_Accessory_Pack,2012,Collectable_Minifigures,Combi-pack,63,3,http://images.brickset.com/sets/images/850449-1.jpg,9.99,14.99,15.49,6.49,Blister_pack,LEGO_exclusive
850458,VIP_Top_5_Boxed_Minifigures,2012,Collectable_Minifigures,Combi-pack,37,5,http://images.brickset.com/sets/images/850458-1.jpg,14.99,12.99,NA,NA,Box,LEGO_exclusive
850486,Rock_Band_Minifigure_Accessory_Set,2012,Collectable_Minifigures,Combi-pack,62,3,http://images.brickset.com/sets/images/850486-1.jpg,9.99,14.99,18.43,NA,Blister_pack,LEGO_exclusive
850487,Halloween_Accessory_Set,2012,Collectable_Minifigures,Combi-pack,58,3,http://images.brickset.com/sets/images/850487-1.jpg,9.99,14.99,17.99,NA,Blister_pack,LEGO_exclusive
853378,LEGO_City_Accessory_Pack,2012,City,Forest_Fire,43,4,http://images.brickset.com/sets/images/853378-1.jpg,9.99,14.99,15.49,12.99,Blister_pack,LEGO_exclusive
853393,LEGO_Friends_Picture_Frame,2012,Miscellaneous,Photo_frames/albums,49,NA,http://images.brickset.com/sets/images/853393-1.jpg,9.99,14.99,16.99,12.99,Box,LEGO_exclusive
8827,LEGO_Minifigures_Series_6_{Random_bag}_,2012,Collectable_Minifigures,Series_06,NA,NA,http://images.brickset.com/sets/images/8827-0.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8827,Flamenco_Dancer,2012,Collectable_Minifigures,Series_06,6,1,http://images.brickset.com/sets/images/8827-6.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8827,Lady_Liberty,2012,Collectable_Minifigures,Series_06,8,1,http://images.brickset.com/sets/images/8827-4.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8827,Clockwork_Robot,2012,Collectable_Minifigures,Series_06,5,1,http://images.brickset.com/sets/images/8827-7.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8827,Sleepyhead,2012,Collectable_Minifigures,Series_06,6,1,http://images.brickset.com/sets/images/8827-3.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8827,Surgeon,2012,Collectable_Minifigures,Series_06,7,1,http://images.brickset.com/sets/images/8827-11.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8827,Skater_Girl,2012,Collectable_Minifigures,Series_06,8,1,http://images.brickset.com/sets/images/8827-12.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8827,Mechanic,2012,Collectable_Minifigures,Series_06,7,1,http://images.brickset.com/sets/images/8827-15.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8827,Butcher,2012,Collectable_Minifigures,Series_06,7,1,http://images.brickset.com/sets/images/8827-14.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8827,Intergalactic_Girl,2012,Collectable_Minifigures,Series_06,9,1,http://images.brickset.com/sets/images/8827-13.jpg,1.99,2.99,3.49,2.49,Foil_pack,Retail
8827,Leprechaun,2012,Collectable_Minifigures,Series_06,9,1,http://images.brickset.com/sets/images/8827-9.jpg,1.99,2.99,3.49,NA,Foil_pack,Retail
8827,Genie,2012,Collectable_Minifigures,Series_06,7,1,http://images.brickset.com/sets/images/8827-16.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8827,Classic_Alien,2012,Collectable_Minifigures,Series_06,6,1,http://images.brickset.com/sets/images/8827-1.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8827,Bandit,2012,Collectable_Minifigures,Series_06,8,1,http://images.brickset.com/sets/images/8827-5.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8827,Minotaur,2012,Collectable_Minifigures,Series_06,8,1,http://images.brickset.com/sets/images/8827-8.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8827,Highland_Battler,2012,Collectable_Minifigures,Series_06,7,1,http://images.brickset.com/sets/images/8827-2.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8827,Roman_Soldier,2012,Collectable_Minifigures,Series_06,7,1,http://images.brickset.com/sets/images/8827-10.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8827,LEGO_Minifigures_Series_6_-_Complete,2012,Collectable_Minifigures,Series_06,115,16,http://images.brickset.com/sets/images/8827-17.jpg,31.84,NA,NA,NA,Foil_pack,Retail
8827,LEGO_Minifigures_Series_6_-_Sealed_Box,2012,Collectable_Minifigures,Series_06,60,NA,http://images.brickset.com/sets/images/8827-18.jpg,119.4,NA,NA,NA,Box,Retail
8831,LEGO_Minifigures_Series_7_{Random_bag}_,2012,Collectable_Minifigures,Series_07,NA,NA,http://images.brickset.com/sets/images/8831-0.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8831,Galaxy_Patrol,2012,Collectable_Minifigures,Series_07,7,1,http://images.brickset.com/sets/images/8831-8.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8831,Hippie,2012,Collectable_Minifigures,Series_07,9,1,http://images.brickset.com/sets/images/8831-11.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8831,Bunny_Suit_Guy,2012,Collectable_Minifigures,Series_07,6,1,http://images.brickset.com/sets/images/8831-3.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8831,Rocker_Girl,2012,Collectable_Minifigures,Series_07,6,1,http://images.brickset.com/sets/images/8831-15.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8831,Grandma_Visitor,2012,Collectable_Minifigures,Series_07,7,1,http://images.brickset.com/sets/images/8831-16.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8831,Ocean_King,2012,Collectable_Minifigures,Series_07,7,1,http://images.brickset.com/sets/images/8831-5.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8831,Viking_Woman,2012,Collectable_Minifigures,Series_07,10,1,http://images.brickset.com/sets/images/8831-13.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8831,Bagpiper,2012,Collectable_Minifigures,Series_07,7,1,http://images.brickset.com/sets/images/8831-6.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8831,Jungle_Boy,2012,Collectable_Minifigures,Series_07,7,1,http://images.brickset.com/sets/images/8831-10.jpg,1.99,2.99,3.49,NA,Foil_pack,Retail
8831,Swimming_Champion,2012,Collectable_Minifigures,Series_07,6,1,http://images.brickset.com/sets/images/8831-1.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8831,Tennis_Ace,2012,Collectable_Minifigures,Series_07,6,1,http://images.brickset.com/sets/images/8831-9.jpg,1.99,2.99,3.49,2.49,Foil_pack,Retail
8831,Daredevil,2012,Collectable_Minifigures,Series_07,8,1,http://images.brickset.com/sets/images/8831-7.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8831,Aztec_Warrior,2012,Collectable_Minifigures,Series_07,7,1,http://images.brickset.com/sets/images/8831-2.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8831,Computer_Programmer,2012,Collectable_Minifigures,Series_07,7,1,http://images.brickset.com/sets/images/8831-12.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8831,Bride,2012,Collectable_Minifigures,Series_07,11,1,http://images.brickset.com/sets/images/8831-4.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8831,Evil_Knight,2012,Collectable_Minifigures,Series_07,8,1,http://images.brickset.com/sets/images/8831-14.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8831,LEGO_Minifigures_Series_7_-_Complete,2012,Collectable_Minifigures,Series_07,119,16,http://images.brickset.com/sets/images/8831-17.jpg,31.84,NA,NA,NA,Foil_pack,Retail
8831,LEGO_Minifigures_Series_7_-_Sealed_Box,2012,Collectable_Minifigures,Series_07,60,NA,http://images.brickset.com/sets/images/8831-18.jpg,119.4,NA,NA,NA,Box,Retail
8833,LEGO_Minifigures_Series_8_{Random_bag}_,2012,Collectable_Minifigures,Series_08,NA,NA,http://images.brickset.com/sets/images/8833-0.jpg,1.99,2.99,NA,NA,Not_specified,Not_specified
8833,Actor,2012,Collectable_Minifigures,Series_08,7,1,http://images.brickset.com/sets/images/8833-14.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8833,Pirate_Captain,2012,Collectable_Minifigures,Series_08,6,1,http://images.brickset.com/sets/images/8833-15.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8833,Conquistador,2012,Collectable_Minifigures,Series_08,8,1,http://images.brickset.com/sets/images/8833-2.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8833,Evil_Robot,2012,Collectable_Minifigures,Series_08,8,1,http://images.brickset.com/sets/images/8833-1.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8833,Alien_Villainess,2012,Collectable_Minifigures,Series_08,9,1,http://images.brickset.com/sets/images/8833-16.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8833,Diver,2012,Collectable_Minifigures,Series_08,8,1,http://images.brickset.com/sets/images/8833-6.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8833,Vampire_Bat,2012,Collectable_Minifigures,Series_08,5,1,http://images.brickset.com/sets/images/8833-11.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8833,Fairy,2012,Collectable_Minifigures,Series_08,8,1,http://images.brickset.com/sets/images/8833-9.jpg,1.99,2.99,3.49,2.49,Foil_pack,Retail
8833,Football_Player,2012,Collectable_Minifigures,Series_08,8,1,http://images.brickset.com/sets/images/8833-5.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8833,Businessman,2012,Collectable_Minifigures,Series_08,7,1,http://images.brickset.com/sets/images/8833-8.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8833,Downhill_Skier,2012,Collectable_Minifigures,Series_08,9,1,http://images.brickset.com/sets/images/8833-7.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8833,Red_Cheerleader,2012,Collectable_Minifigures,Series_08,7,1,http://images.brickset.com/sets/images/8833-13.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8833,Santa,2012,Collectable_Minifigures,Series_08,7,1,http://images.brickset.com/sets/images/8833-10.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8833,Lederhosen_Guy,2012,Collectable_Minifigures,Series_08,6,1,http://images.brickset.com/sets/images/8833-3.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8833,DJ,2012,Collectable_Minifigures,Series_08,7,1,http://images.brickset.com/sets/images/8833-12.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8833,Cowgirl,2012,Collectable_Minifigures,Series_08,6,1,http://images.brickset.com/sets/images/8833-4.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8833,LEGO_Minifigures_Series_8_-_Complete_,2012,Collectable_Minifigures,Series_08,116,16,http://images.brickset.com/sets/images/8833-17.jpg,31.84,NA,NA,NA,Foil_pack,Retail
8909,Team_GB_Minifigures_{Random_bag},2012,Collectable_Minifigures,Team_GB,NA,NA,http://images.brickset.com/sets/images/8909-0.jpg,1.99,2.99,NA,NA,Foil_pack,Retail_-_limited
8909,Brawny_Boxer,2012,Collectable_Minifigures,Team_GB,6,1,http://images.brickset.com/sets/images/8909-2.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8909,Stealth_Swimmer,2012,Collectable_Minifigures,Team_GB,6,1,http://images.brickset.com/sets/images/8909-8.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8909,Relay_Runner,2012,Collectable_Minifigures,Team_GB,7,1,http://images.brickset.com/sets/images/8909-7.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8909,Judo_Fighter,2012,Collectable_Minifigures,Team_GB,6,1,http://images.brickset.com/sets/images/8909-4.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8909,Tactical_Tennis_Player,2012,Collectable_Minifigures,Team_GB,7,1,http://images.brickset.com/sets/images/8909-5.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8909,Flexible_Gymnast,2012,Collectable_Minifigures,Team_GB,9,1,http://images.brickset.com/sets/images/8909-3.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8909,Wondrous_Weightlifter,2012,Collectable_Minifigures,Team_GB,9,1,http://images.brickset.com/sets/images/8909-6.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8909,Horseback_rider,2012,Collectable_Minifigures,Team_GB,6,1,http://images.brickset.com/sets/images/8909-9.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8909,Agile_Archer,2012,Collectable_Minifigures,Team_GB,7,1,http://images.brickset.com/sets/images/8909-1.jpg,1.99,2.99,NA,NA,Foil_pack,Retail
8909,Team_GB_Minifigures_-_Sealed_Box,2012,Collectable_Minifigures,Team_GB,60,NA,http://images.brickset.com/sets/images/8909-18.jpg,117,NA,NA,NA,Box,Retail
9092,Crazy_Demon,2012,Racers,,86,1,http://images.brickset.com/sets/images/9092-1.jpg,7.99,9.99,12.99,9.99,Box,Retail
9093,Bone_Cruncher,2012,Racers,,87,1,http://images.brickset.com/sets/images/9093-1.jpg,7.99,9.99,12.99,9.99,Box,Retail
9094,Star_Striker,2012,Racers,,88,1,http://images.brickset.com/sets/images/9094-1.jpg,7.99,9.99,12.99,9.99,Box,Retail
9095,Nitro_Predator,2012,Racers,,87,1,http://images.brickset.com/sets/images/9095-1.jpg,7.99,9.99,12.99,9.99,Box,Retail
9390,Mini_Tow_Truck,2012,Technic,,136,NA,http://images.brickset.com/sets/images/9390-1.jpg,6.99,11.99,14.99,9.99,Box,Retail
9391,Tracked_Crane,2012,Technic,,218,NA,http://images.brickset.com/sets/images/9391-1.jpg,14.99,19.99,24.99,14.99,Box,Retail
9392,Quad_Bike,2012,Technic,,199,NA,http://images.brickset.com/sets/images/9392-1.jpg,17.99,24.99,29.99,19.99,Box,Retail
9393,Tractor,2012,Technic,,353,NA,http://images.brickset.com/sets/images/9393-1.jpg,24.99,39.99,49.99,29.99,Box,Retail
9394,Jet_Plane,2012,Technic,,499,NA,http://images.brickset.com/sets/images/9394-1.jpg,29.99,49.99,64.99,39.99,Box,Retail
9395,Pick-Up_Tow_Truck,2012,Technic,,954,NA,http://images.brickset.com/sets/images/9395-1.jpg,49.99,69.99,89.99,59.99,Box,Retail
9396,Helicopter,2012,Technic,,1056,NA,http://images.brickset.com/sets/images/9396-1.jpg,69.99,119.99,149.99,89.99,Box,Retail
9397,Logging_Truck,2012,Technic,,1308,NA,http://images.brickset.com/sets/images/9397-1.jpg,99.99,139.99,179.99,119.99,Box,Retail
9398,4x4_Crawler,2012,Technic,,1327,NA,http://images.brickset.com/sets/images/9398-1.jpg,139.99,199.99,249.99,169.99,Box,Retail
9440,Venomari_Shrine,2012,Ninjago,,86,1,http://images.brickset.com/sets/images/9440-1.jpg,5.99,6.99,9.99,7.99,Box,Retail
9441,Kai's_Blade_Cycle,2012,Ninjago,,188,2,http://images.brickset.com/sets/images/9441-1.jpg,12.99,14.99,17.99,14.99,Box,Retail
9442,Jay's_Storm_Fighter,2012,Ninjago,,242,2,http://images.brickset.com/sets/images/9442-1.jpg,19.99,24.99,29.99,19.99,Box,Retail
9443,Rattlecopter,2012,Ninjago,,327,3,http://images.brickset.com/sets/images/9443-1.jpg,24.99,29.99,39.99,29.99,Box,Retail
9444,Cole's_Tread_Assault,2012,Ninjago,,286,2,http://images.brickset.com/sets/images/9444-1.jpg,29.99,39.99,49.99,34.99,Box,Retail
9445,Fangpyre_Truck_Ambush,2012,Ninjago,,452,4,http://images.brickset.com/sets/images/9445-1.jpg,39.99,49.99,64.99,49.99,Box,Retail
9446,Destiny's_Bounty,2012,Ninjago,,680,6,http://images.brickset.com/sets/images/9446-1.jpg,59.99,79.99,99.99,79.99,Box,Retail
9447,Lasha's_Bite_Cycle,2012,Ninjago,,250,2,http://images.brickset.com/sets/images/9447-1.jpg,19.99,24.99,29.99,19.99,Box,Retail
9448,Samurai_Mech,2012,Ninjago,,452,3,http://images.brickset.com/sets/images/9448-1.jpg,29.99,39.99,49.99,39.99,Box,Retail
9449,Ultra_Sonic_Raider,2012,Ninjago,,622,6,http://images.brickset.com/sets/images/9449-1.jpg,59.99,79.99,99.99,79.99,Box,Retail
9450,Epic_Dragon_Battle,2012,Ninjago,,915,7,http://images.brickset.com/sets/images/9450-1.jpg,89.99,119.99,129.99,119.99,Box,Retail
9455,Fangpyre_Mech,2012,Ninjago,,255,2,http://images.brickset.com/sets/images/9455-1.jpg,19.99,24.99,29.99,24.99,Box,Retail
9456,Spinner_Battle_Arena,2012,Ninjago,,418,2,http://images.brickset.com/sets/images/9456-1.jpg,34.99,39.99,49.99,39.99,Box,Retail
9457,Fangpyre_Wrecking_Ball,2012,Ninjago,,415,3,http://images.brickset.com/sets/images/9457-1.jpg,49.99,49.99,64.99,49.99,Box,Retail
9461,The_Swamp_Creature,2012,Monster_Fighters,,70,2,http://images.brickset.com/sets/images/9461-1.jpg,4.99,6.99,9.99,7.99,Box,Retail
9462,The_Mummy,2012,Monster_Fighters,,90,2,http://images.brickset.com/sets/images/9462-1.jpg,8.99,11.99,14.99,9.99,Not_specified,Not_specified
9463,The_Werewolf,2012,Monster_Fighters,,243,2,http://images.brickset.com/sets/images/9463-1.jpg,17.99,19.99,24.99,19.99,Not_specified,Not_specified
9464,The_Vampyre_Hearse,2012,Monster_Fighters,,314,3,http://images.brickset.com/sets/images/9464-1.jpg,24.99,34.99,44.99,29.99,Not_specified,Not_specified
9465,The_Zombies,2012,Monster_Fighters,,447,4,http://images.brickset.com/sets/images/9465-1.jpg,34.99,39.99,49.99,39.99,Box,Retail_-_limited
9466,The_Crazy_Scientist_&_His_Monster,2012,Monster_Fighters,,430,4,http://images.brickset.com/sets/images/9466-1.jpg,39.99,49.99,64.99,49.99,Not_specified,Not_specified
9467,The_Ghost_Train,2012,Monster_Fighters,,741,5,http://images.brickset.com/sets/images/9467-1.jpg,59.99,79.99,99.99,79.99,Not_specified,Not_specified
9468,Vampyre_Castle,2012,Monster_Fighters,,949,7,http://images.brickset.com/sets/images/9468-1.jpg,79.99,99.99,129.99,99.99,Not_specified,Not_specified
9469,Gandalf_Arrives,2012,The_Lord_of_the_Rings,The_Fellowship_of_the_Ring,83,2,http://images.brickset.com/sets/images/9469-1.jpg,11.99,12.99,15.99,14.99,Box,Retail
9470,Shelob_Attacks,2012,The_Lord_of_the_Rings,The_Return_of_the_King,227,3,http://images.brickset.com/sets/images/9470-1.jpg,19.99,19.99,24.99,26.99,Box,Retail
9471,Uruk-Hai_Army,2012,The_Lord_of_the_Rings,The_Two_Towers,257,6,http://images.brickset.com/sets/images/9471-1.jpg,29.99,29.99,39.99,39.99,Box,Retail
9472,Attack_On_Weathertop,2012,The_Lord_of_the_Rings,The_Fellowship_of_the_Ring,430,5,http://images.brickset.com/sets/images/9472-1.jpg,49.99,59.99,74.99,59.99,Box,Retail
9473,The_Mines_of_Moria,2012,The_Lord_of_the_Rings,The_Fellowship_of_the_Ring,776,9,http://images.brickset.com/sets/images/9473-1.jpg,69.99,79.99,99.99,79.99,Box,Retail
9474,The_Battle_Of_Helm's_Deep,2012,The_Lord_of_the_Rings,The_Two_Towers,1368,8,http://images.brickset.com/sets/images/9474-1.jpg,99.99,129.99,169.99,139.99,Box,Retail
9476,The_Orc_Forge,2012,The_Lord_of_the_Rings,The_Fellowship_of_the_Ring,366,4,http://images.brickset.com/sets/images/9476-1.jpg,39.99,39.99,49.99,49.99,Box,Retail_-_limited
9478,Francesco_Bernoulli,2012,Cars,,49,NA,http://images.brickset.com/sets/images/9478-1.jpg,4.99,6.99,9.99,7.99,Box,Retail
9479,Ivan_Mater,2012,Cars,,52,NA,http://images.brickset.com/sets/images/9479-1.jpg,4.99,6.99,9.99,7.99,Box,Retail
9480,Finn_McMissile,2012,Cars,,52,NA,http://images.brickset.com/sets/images/9480-1.jpg,4.99,6.99,9.99,7.99,Box,Retail
9481,Jeff_Gorvette,2012,Cars,,54,NA,http://images.brickset.com/sets/images/9481-1.jpg,4.99,6.99,9.99,7.99,Box,Retail
9483,Agent_Mater's_Escape,2012,Cars,,144,NA,http://images.brickset.com/sets/images/9483-1.jpg,14.99,14.99,17.99,17.99,Box,Retail
